Downloaded from FDA Substances Added to Food <em>(formerly EAFUS)</em>; http://www.cfsanappsexternal.fda.gov/scripts/fdcc/?set=FoodSubstances; Last updated 5/19/2021; downloaded 9/28/2021.

"It is important to note that the inventory is only a partial list of food ingredients. Inclusion in this inventory of information from non-FDA entities does not indicate an FDA approval or evaluation of this use.  Always check the FDA regulations."

CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
" 76-50-6"," BORNYL ISOVALERATE"," &diams; BORNYL ISOVALERATE<br />&diams; 2-BORNYL ISOVALERATE<br />&diams; BORNYL ISOPENTANOATE<br />&diams; BORNYL ISOVALERIANATE<br />&diams; BORNYL 3-METHYLBUTANOATE<br />&diams; BORNYVAL<br />&diams; ISOVALERIC ACID, 2-BORNYL ESTER<br />&diams; BUTANOIC ACID, 3-METHYL-, 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPT-2-YL ESTER, ENDO-<br />&diams; 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPT-2-YL 3-METHYLBUTANOATE, ENDO-"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2165"),=T("3"),,,=T("1393")
" 7549-41-9"," BORNYL VALERATE"," &diams; BORNYL VALERATE<br />&diams; 2-BORNYL VALERATE<br />&diams; BORNYL PENTANOATE<br />&diams; BORNYL VALERIANATE<br />&diams; 2-BORNYL VALERATE, ENDO-<br />&diams; 2-CAMPHANYL VALERATE, ENDO-<br />&diams; VALERIC ACID, 2-BORNYL ESTER, ENDO-<br />&diams; PENTANOIC ACID, 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPT-2-YL ESTER, ENDO-<br />&diams; 1,7,7-TRIMETHYLBICYCLO(2.2.1)HEPT-2-YL PENTANOATE, ENDO-"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2164"),=T("3"),,,=T("1392")
" 8053-33-6"," BORONIA, ABSOLUTE (BORONIA MEGASTIGMA NEES)"," &diams; BORONIA FLOWER OIL<br />&diams; BORONIA ABSOLUTE<br />&diams; BORONIA MEGASTIGMA OIL<br />&diams; OILS, BORONIA"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.510"),,,,,,,,,,,,,,,,,,,,,,=T("2167"),=T("3"),,,
" 977090-81-5"," BOUILLON, VEGETABLE, SMOKE"," &diams; BOUILLON, VEGETABLE, SMOKE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 5208-59-3"," BETA-BOURBONENE"," &diams; BETA-BOURBONENE<br />&diams; DECAHYDROISOPROPYLMETHYLMETHYLENECYCLOBUTA(1,2:3,4)DICYCLOPENTENE<br />&diams; BOURBONENE, (-)-BETA-<br />&diams; CYCLOBUTA(1,2:3,4)DICYCLOPENTENE, DECAHYDRO-3A-METHYL-6-METHYLENE-1-(1-METHYLETHYL)-, (1S-(1ALPHA,3AALPHA,3BBETA,6ABETA,6BALPHA))-<br />&diams; DECAHYDRO-3A-METHYL-6-METHYLENE-1-(1-METHYLETHYL)CYCLOBUTA(1,2:3,4)DICYCLOPENTENE, (1S-(1ALPHA,3AALPHA,3BBETA,6ABETA,6BALPHA))-<br />&diams; CYCLOBUTA(1,2:3,4)DICYCLOPENTENE, 1,2,3,3A,3BBETA,4,5,6,6ABETA,6BALPHA-DECAHYDRO-1ALPHA-ISOPROPYL-3AALPHA-METHYL-6-METHYLENE-<br />&diams; 1,2,3,3A,3BBETA,4,5,6,6ABETA,6BALPHA-DECAHYDRO-1ALPHA-ISOPROPYL-3AALPHA-METHYL-6-METHYLENECYCLOBUTA(1,2:3,4)DICYCLOPENTENE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 9001-00-7"," BROMELAIN"," &diams; BROMELAIN<br />&diams; BROMELIN<br />&diams; EXTRANASE<br />&diams; PINEAPPLE PROTEASE<br />&diams; PINEAPPLE PROTEASE AND MILK CLOTTING ENZYME<br />&diams; TRAUMANASE<br />&diams; BROMELAIN, JUICE<br />&diams; BROMELAIN JUICE"," ENZYME,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> PROCESSING AID,<br /> TEXTURIZER",,,,,,,=T("184.1024"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 8016-94-2"," BROMINATED VEGETABLE OIL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977000-49-9"," BRYONIA ROOT (BRYONIA SPP.)"," &diams; BRYONIA ROOT"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.510"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 977000-50-2"," BUCHU LEAVES (BAROSMA BETULINA AND CRENULATA)"," &diams; BUCHU<br />&diams; BAROSMA LEAF<br />&diams; BUCHU LEAF"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.510"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 977009-82-7"," BUCHU LEAVES EXTRACT"," &diams; BUCHU EXTRACT<br />&diams; BUCHU LEAF EXTRACT"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.510"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 68650-46-4"," BUCHU LEAVES, OIL (BAROSMA SPP.)"," &diams; BUCHU OIL<br />&diams; BUCHU LEAF OIL<br />&diams; OILS, BUCHU"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.510"),,,,,,,,,,,,,,,,,,,,,,=T("2169"),=T("3"),,,
" 977038-51-9"," BUCKBEAN LEAVES (MENYANTHES TRIFOLIATA L.)"," &diams; BUCKBEAN LEAF<br />&diams; MENYANTHES TRIFOLIATA LEAF"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.510"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 977038-52-0"," BUCKBEAN LEAVES, EXTRACT (MENYANTHES TRIFOLIATA L.)"," &diams; BUCKBEAN LEAF EXTRACT<br />&diams; MENYANTHES TRIFOLIATA LEAF EXTRACT"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.510"),,,,,,,,,,,,,,,,,,,,,,,,,,
" 9003-55-8"," BUTADIENE-STYRENE RUBBER"," &diams; POLY(BUTADIENE-CO-STYRENE)<br />&diams; BUTADIENE-STYRENE COPOLYMER<br />&diams; BUTADIENE-STYRENE RUBBER<br />&diams; BENZENE, ETHENYL-, POLYMER WITH 1,3-BUTADIENE<br />&diams; BUTADIENE-STYROL COPOLYMER<br />&diams; POLYSTYRENE-POLYBUTADIENE<br />&diams; POLY(1,3-BUTADIENE-CO-ETHENYLBENZENE)<br />&diams; POLY(1,3-BUTADIENE-CO-STYRENE)<br />&diams; STYRENE POLYMER WITH 1,3-BUTADIENE<br />&diams; STYRENE-BUTADIENE COPOLYMER<br />&diams; STYRENE, POLYMER WITH 1,3-BUTADIENE<br />&diams; RUBBER, BUTADIENE-STYRENE<br />&diams; 1,3-BUTADIENE-ETHENYLBENZENE COPOLYMER<br />&diams; 1,3-BUTADIENE, POLYMER WITH STYRENE<br />&diams; 1,3-BUTADIENE-STYRENE COPOLYMER<br />&diams; InChI=1S/C8H8.C4H6/c1-2-8-6-4-3-5-7-8<br />&diams; 1-3-4-2/h2-7H,1H2<br />&diams; 3-4H,1-2H2"," MASTICATORY SUBSTANCE",,,,,,,=T("172.615"),=T("175.105"),=T("175.125"),=T("175.300"),=T("176.170"),=T("176.180"),=T("177.1010"),=T("177.1200"),=T("177.2600"),=T("177.2800"),=T("178.1005"),=T("178.3790"),=T("181.30"),,,,,,,,,,,,,,
" 42919-64-2"," 4-(METHYLTHIO)BUTANAL"," &diams; 4-(METHYLTHIO)BUTANAL<br />&diams; BUTANAL, 4-(METHYLTHIO)-<br />&diams; GAMMA-(METHYLTHIO)BUTYRALDEHYDE<br />&diams; GAMMA-(METHYLMERCAPTO)BUTYRALDEHYDE<br />&diams; 4-(METHYLTHIO)BUTYRALDEHYDE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3414"),=T("7"),,,=T("468")
" 101780-73-8"," BUTANAL DIBENZYL THIOACETAL"," &diams; 1,1-BIS(BENZYLTHIO)BUTANE<br />&diams; butyraldehyde, dibenzyl mercaptal<br />&diams; dibenzyl mercaptal butyraldehyde<br />&diams; butanal dibenzyl thioacetal"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4589"),=T("24"),,,=T("1939")
" 106-97-8"," N-BUTANE"," &diams; BUTANE<br />&diams; LIQUEFIED PETROLEUM GAS"," PROPELLANT",,,,,,,=T("173.350"),=T("184.1165"),,,,,,,,,,,,,,,,,,,,,,,,,
" 16128-68-0"," 1,2-BUTANEDITHIOL"," &diams; 1,2-BUTANEDITHIOL<br />&diams; 1,2-DIMERCAPTOBUTANE<br />&diams; 1,2-DITHIOLBUTANE<br />&diams; 1-ETHYL-1,2-ETHANEDITHIOL"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3528"),=T("11"),,,=T("537")
" 24330-52-7"," 1,3-BUTANEDITHIOL"," &diams; 1,3-BUTANEDITHIOL<br />&diams; 1,3-DIMERCAPTOBUTANE"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3529"),=T("11"),,,=T("538")
" 4532-64-3"," 2,3-BUTANEDITHIOL"," &diams; 2,3-BUTANEDITHIOL<br />&diams; 2,3-DIMERCAPTOBUTANE"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3477"),=T("10"),,,=T("539")
" 109-79-5"," 1-BUTANETHIOL"," &diams; 1-BUTANETHIOL<br />&diams; BUTYL MERCAPTAN<br />&diams; BUTANETHIOL<br />&diams; BUTYLTHIOL<br />&diams; THIOBUTYL ALCOHOL<br />&diams; 1-MERCAPTOBUTANE<br />&diams; InChI=1S/C4H10S/c1-2-3-4-5/h5H,2-4H2,1H3<br />&diams; InChIKey:WQAQPCDUOCURKW-UHFFFAOYSA-N"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3478"),=T("10"),,,=T("511")
" 78-92-2"," 2-BUTANOL"," &diams; BUTYL ALCOHOL, SEC-<br />&diams; 2-BUTANOL<br />&diams; 1-METHYL-1-PROPANOL<br />&diams; 1-METHYLPROPYL ALCOHOL<br />&diams; 2-HYDROXYBUTANE<br />&diams; ETHYLMETHYL CARBINOL<br />&diams; METHYLETHYL CARBINOL"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),=T("176.180"),,,,,,,,,,,,,,,,,,,,,,,,,
" 78-93-3"," 2-BUTANONE"," &diams; 2-BUTANONE<br />&diams; METHYL ETHYL KETONE<br />&diams; METHYLETHYL KETONE<br />&diams; BUTANONE<br />&diams; 3-BUTANONE<br />&diams; ETHYL METHYL KETONE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),=T("172.859"),=T("175.105"),=T("175.320"),=T("177.1200"),,,,,,,,,,,,,,,,,,=T("2170"),=T("3"),,,=T("278")
" 84642-61-5"," BUTAN-3-ONE-2-YL BUTANOATE"," &diams; BUTAN-3-ONE-2-YL BUTANOATE<br />&diams; ACETOYL BUTYRATE<br />&diams; BUTANOIC ACID, 1-METHYL-2-OXOPROPYL ESTER<br />&diams; 1-METHYL-2-OXOPROPYL BUTANOATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3332"),=T("6"),,,=T("407")
" 3724-65-0"," (E)-2-BUTENOIC ACID"," &diams; CROTONIC ACID<br />&diams; 2-BUTENOIC ACID<br />&diams; ALPHA-BUTENOIC ACID<br />&diams; 3-METHACRYLIC ACID"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("175.105"),=T("175.350"),=T("176.170"),=T("176.180"),,,,,,,,,,,,,,,,,,,=T("3908"),=T("19"),,,=T("1371")
" 13215-88-8"," 4-(2-BUTENYLIDENE)-3,5,5-TRIMETHYLCYCLOHEX-2-EN-1-ONE"," &diams; MEGASTIGMATRIENONE<br />&diams; 2-cyclohexen-1-one, 4-(2-butenylidene)-3,5,5-trimethyl-<br />&diams;  4-(2-butenylidene)-3,5,5-trimethyl-2-cyclohexen-1-one<br />&diams; 2-cyclohexen-1-one, 4-(2-buten-1-ylidene)-3,5,5-trimethyl-<br />&diams; 4-(2-buten-1-ylidene)-3,5,5-trimethyl-2-cyclohexen-1-one<br />&diams; InChI=1S/C13H18O/c1-5-6-7-12-10(2)8-11(14)9-13(12,3)4/h5-8H,9H2,1-4H3/b6-5+,12-7+<br />&diams; InChIKey: CBQXHTWJSZXYSK-DVIJZSFDSA-N"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4663"),=T("24"),,,=T("2057")
" 3386-97-8"," 3-BUTENYL ISOTHIOCYANATE"," &diams; 3-BUTENYL ISOTHIOCYANATE<br />&diams; ALLYLCARBINYL ISOTHIOCYANATE<br />&diams; 1-butene, 4-isothiocyanato-<br />&diams; 4-isothiocyanato-1-butene<br />&diams; isothiocyanic acid, 3-butenyl ester<br />&diams; InChI=1S/C5H7NS/c1-2-3-4-6-5-7/h2H,1,3-4H2<br />&diams; InChIKey: SKIHGKNFJKJXPX-UHFFFAOYSA-N"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4418"),=T("23"),,,=T("1889")
" 32951-19-2"," 1-BUTEN-1-YL METHYL SULFIDE"," &diams; 1-BUTENYL METHYL SULFIDE<br />&diams; SULFIDE, 1-BUTENYL METHYL<br />&diams; 1-BUTEN-1-YL METHYL SULFIDE<br />&diams; 1-BUTENE, 1-(METHYLTHIO)-<br />&diams; 1-(METHYLTHIO)-1-BUTENE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3820"),=T("18"),,,=T("457")
" 85536-25-0"," BUTTER ACIDS"," &diams; BUTTER FATTY ACIDS<br />&diams; BUTTER ACID<br />&diams; FATTY ACIDS, BUTTER"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2171"),=T("3"),,,
" 977019-26-3"," BUTTER ESTERS"," &diams; BUTTER ESTER<br />&diams; FATTY ACIDS, BUTTER, ESTERS<br />&diams; BUTTER FATTY ACIDS, ESTERS"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2172"),=T("3"),,,
" 977093-25-6"," BUTTER FAT, ENZYME-MODIFIED, WITH ADDED BUTYRIC ACID"," &diams; MILK FAT, ENZYME-MODIFIED, BUTYRIC ACID ADDED<br />&diams; BUTTER FAT, ENZYME-MODIFIED, WITH ADDED BUTYRIC ACID<br />&diams; BUTTERFAT, ENZYME-MODIFIED, BUTYRIC ACID ADDED"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> TEXTURIZER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977019-27-4"," BUTTER STARTER DISTILLATE"," &diams; STARTER DISTILLATE<br />&diams; BUTTER STARTER DISTILLATE"," FLAVORING AGENT OR ADJUVANT,<br /> MALTING OR FERMENTING AID",,,,,,,=T("184.1848"),,,,,,,,,,,,,,,,,,,,,,=T("2173"),=T("3"),,,
" 123-86-4"," BUTYL ACETATE"," &diams; BUTYL ACETATE<br />&diams; BUTYL ETHANOATE<br />&diams; ACETIC ACID, BUTYL ESTER<br />&diams; 1-acetoxybutane<br />&diams; 1-butyl acetate"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),=T("175.105"),=T("175.320"),=T("177.1200"),,,,,,,,,,,,,,,,,,,=T("2174"),=T("3"),,,=T("127")
" 591-60-6"," BUTYL ACETOACETATE"," &diams; BUTYL ACETOACETATE<br />&diams; BUTYL 3-KETOBUTANOATE<br />&diams; BUTYL 3-KETOBUTYRATE<br />&diams; BUTYL 3-OXOBUTANOATE<br />&diams; BUTANOIC ACID, 3-OXO-, BUTYL ESTER<br />&diams; ACETOACETIC ACID, BUTYL ESTER<br />&diams; BUTYL 3-OXOBUTYRATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2176"),=T("3"),,,=T("596")
" 71-36-3"," BUTYL ALCOHOL"," &diams; BUTYL ALCOHOL<br />&diams; 1-BUTANOL<br />&diams; BUTANOL, NORMAL<br />&diams; PROPYLCARBINOL<br />&diams; 1-BUTYL ALCOHOL<br />&diams; BUTYL HYDROXIDE<br />&diams; METHYLOLPROPANE"," FLAVORING AGENT OR ADJUVANT,<br /> SOLVENT OR VEHICLE",=T("73.1"),,,,,,=T("172.515"),=T("172.560"),=T("175.105"),=T("175.320"),=T("176.180"),=T("176.200"),=T("176.210"),=T("177.1200"),=T("177.1440"),=T("177.1650"),=T("177.2800"),,,,,,,,,,,,=T("2178"),=T("3"),=T("25"),,=T("85")
" 109-73-9"," BUTYLAMINE"," &diams; BUTYLAMINE<br />&diams; 1-AMINOBUTANE<br />&diams; 1-BUTANAMINE<br />&diams; N-BUTYLAMINE<br />&diams; 1-BUTYLAMINE<br />&diams; MONO-N-BUTYLAMINE<br />&diams; MONOBUTYLAMINE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3130"),=T("4"),,,=T("1582")
" 13952-84-6"," SEC-BUTYLAMINE"," &diams; 2-BUTANAMINE<br />&diams; 2-AMINOBUTANE<br />&diams; BUTYLAMINE, SECONDARY<br />&diams; 1-METHYLPROPANAMINE<br />&diams; 1-METHYLPROPYLAMINE<br />&diams; 2-AB<br />&diams; BUTYLAMINE, SEC-<br />&diams; 2-BUTYLAMINE<br />&diams; SEC-BUTYLAMINE"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4240"),=T("22"),,,=T("1584")
" 7756-96-9"," BUTYL ANTHRANILATE"," &diams; BUTYL ANTHRANILATE<br />&diams; BUTYL O-AMINOBENZOATE<br />&diams; BUTYL 2-AMINOBENZOATE<br />&diams; BENZOIC ACID, 2-AMINO-, BUTYL ESTER<br />&diams; ANTHRANILIC ACID, BUTYL ESTER"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2181"),=T("3"),,,=T("1536")
" 25013-16-5"," BUTYLATED HYDROXYANISOLE"," &diams; BHA<br />&diams; BUTYLATED HYDROXYANISOLE<br />&diams; BUTYLMETHOXYPHENOL<br />&diams; BUTYL-4-METHOXYPHENOL, TERT-<br />&diams; BUTYLHYDROXYANISOLE, TERT-<br />&diams; BUTYL-4-HYDROXYANISOLE, TERT-<br />&diams; PHENOL, (1,1-DIMETHYLETHYL)-4-METHOXY-<br />&diams; PHENOL, TERT-BUTYL-4-METHOXY-<br />&diams; (1,1-DIMETHYLETHYL)-4-METHOXYPHENOL<br />&diams; TERT-BUTYL-4-HYDROXYANISOLE<br />&diams; TERT-BUTYL-4-METHOXYPHENOL<br />&diams; TERT-BUTYLHYDROXYANISOLE"," ANTIMICROBIAL AGENT,<br /> ANTIOXIDANT,<br /> DOUGH STRENGTHENER,<br /> FLAVOR ENHANCER,<br /> FLOUR TREATING AGENT,<br /> OXIDIZING OR REDUCING AGENT",,,,,,,=T("172.110"),=T("172.115"),=T("172.185"),=T("172.515"),=T("172.615"),=T("173.340"),=T("175.105"),=T("175.125"),=T("175.300"),=T("175.380"),=T("175.390"),=T("176.170"),=T("176.210"),=T("177.1010"),=T("177.1350"),=T("178.3570"),,,,,,=T("166.11"),=T("2183"),=T("3"),,,
" 128-37-0"," BUTYLATED HYDROXYTOLUENE"," &diams; BHT<br />&diams; BUTYLATED HYDROXYTOLUENE<br />&diams; 3,5-DI-TERT-BUTYL-4-HYDROXYTOLUENE<br />&diams; DITERTIARY BUTYL PARACRESOL<br />&diams; 2,6-DI-TERT-BUTYL-4-METHYLPHENOL<br />&diams; 2,6-DI-TERT-BUTYL-P-CRESOL<br />&diams; DBPC<br />&diams; P-CRESOL, 2,6-DI-TERT-BUTYL-<br />&diams; PHENOL, 2,6-BIS(1,1-DIMETHYLETHYL)-4-METHYL-<br />&diams; 2,6-BIS(1,1-DIMETHYLETHYL)-4-METHYLPHENOL"," ANTIOXIDANT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.110"),=T("172.115"),=T("172.185"),=T("172.615"),=T("173.340"),=T("175.105"),=T("175.125"),=T("175.300"),=T("175.380"),=T("175.390"),=T("176.170"),=T("176.210"),=T("177.1010"),=T("177.1210"),=T("177.2260"),=T("177.2600"),,,,,," 137.350 ,  166.110",=T("2184"),=T("3"),,,
" 25409-08-9"," 2-BUTYL-2-BUTENAL"," &diams; 2-BUTYL-2-BUTENAL<br />&diams; 2-ETHYLIDINEHEXANAL<br />&diams; HEXANAL, 2-ETHYLIDENE-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("3392"),=T("7"),,,=T("1214")
" 109-21-7"," BUTYL BUTYRATE"," &diams; BUTYL BUTYRATE<br />&diams; BUTYL BUTANOATE<br />&diams; BUTANOIC ACID, BUTYL ESTER<br />&diams; BUTYRIC ACID, BUTYL ESTER<br />&diams; 1-BUTYL BUTYRATE<br />&diams; BUTYL BUTYLATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2186"),=T("3"),,,=T("151")
" 7492-70-8"," BUTYL BUTYRYLLACTATE"," &diams; BUTYL BUTYRYLLACTATE<br />&diams; BUTANOIC ACID, 2-BUTOXY-1-METHYL-2-OXOETHYL ESTER<br />&diams; 2-BUTOXY-1-METHYL-2-OXOETHYL BUTANOATE<br />&diams; BUTYRIC ACID, ESTER WITH BUTYL LACTATE"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2190"),=T("3"),=T("25"),,=T("935")
" 7492-44-6"," ALPHA-BUTYLCINNAMALDEHYDE"," &diams; ALPHA-BUTYLCINNAMALDEHYDE<br />&diams; ALPHA-BUTYL-BETA-PHENYLACROLEIN<br />&diams; BUTYLCINNAMIC ALDEHYDE<br />&diams; ALPHA-BUTYLCINNAMIC ALDEHYDE<br />&diams; CINNAMALDEHYDE, ALPHA-BUTYL-<br />&diams; HEXANAL, 2-(PHENYLMETHYLENE)-<br />&diams; 2-BENZYLIDENEHEXANAL<br />&diams; 2-(PHENYLMETHYLENE)HEXANAL"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2191"),=T("3"),,,=T("684")
" 538-65-8"," BUTYL CINNAMATE"," &diams; BUTYL CINNAMATE<br />&diams; BUTYL PHENYLACRYLATE<br />&diams; BUTYL 3-PHENYLPROPENOATE<br />&diams; BUTYL-BETA-PHENYLACRYLATE<br />&diams; ELIMINOXY<br />&diams; 2-PROPENOIC ACID, 3-PHENYL-, BUTYL ESTER<br />&diams; BUTYL 3-PHENYL-2-PROPENOATE<br />&diams; CINNAMIC ACID, BUTYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2192"),=T("3"),,,=T("663")
" 7492-45-7"," BUTYL 2-DECENOATE"," &diams; BUTYL 2-DECENOATE<br />&diams; BUTYL DECYLENATE<br />&diams; 2-DECENOIC ACID, BUTYL ESTER"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2194"),=T("3"),,,=T("1348")
" 107-88-0"," 1,3-BUTYLENE GLYCOL"," &diams; 1,3-BUTYLENE GLYCOL<br />&diams; 1,3-BUTANEDIOL<br />&diams; BETA-BUTYLENE GLYCOL<br />&diams; 1,3-DIHYDROXYBUTANE<br />&diams; 1-METHYL-1,3-PROPANEDIOL<br />&diams; 3-HYDROXY-1-BUTANOL<br />&diams; METHYLTRIMETHYLENE GLYCOL"," FLAVORING AGENT OR ADJUVANT,<br /> SOLVENT OR VEHICLE",,,,,,,=T("172.712"),=T("173.220"),=T("175.105"),=T("175.320"),=T("177.1200"),=T("177.1210"),=T("177.1680"),=T("177.2420"),=T("178.2010"),,,,,,,,,,,,,,,,,,
" 63986-03-8"," BUTYL ETHYL DISULFIDE"," &diams; BUTYL ETHYL DISULFIDE<br />&diams; disulfide, butyl ethyl<br />&diams; 3,4-dithiaoctane<br />&diams; 1-ethyldisulfanylbutane"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4027"),=T("21"),,,=T("1698")
" 17373-84-1"," BUTYL ETHYL MALONATE"," &diams; BUTYL ETHYL MALONATE<br />&diams; BUTYL ETHYL PROPANEDIOATE<br />&diams; ETHYL BUTYL MALONATE<br />&diams; PROPANEDIOIC ACID, BUTYL ETHYL ESTER<br />&diams; MALONIC ACID, BUTYL ETHYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2195"),=T("3"),,,=T("615")
" 592-84-7"," BUTYL FORMATE"," &diams; BUTYL FORMATE<br />&diams; BUTYL METHANOATE<br />&diams; FORMIC ACID, BUTYL ESTER"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2196"),=T("3"),,,=T("118")
" 4466-24-4"," 2-BUTYLFURAN"," &diams; 2-BUTYLFURAN<br />&diams; furan, 2-butyl-"," FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,=T("4081"),=T("22"),,,=T("1490")
" 5454-28-4"," BUTYL HEPTANOATE"," &diams; BUTYL HEPTANOATE<br />&diams; BUTYL HEPTOATE<br />&diams; BUTYL HEPTYLATE<br />&diams; HEPTANOIC ACID, BUTYL ESTER"," FLAVORING AGENT OR ADJUVANT",,,,,,,=T("172.515"),,,,,,,,,,,,,,,,,,,,,,=T("2199"),=T("3"),,,=T("169")
